Firmware Version = HSP2SPO2_3_4.6, Sensor Hub Version = 30.8.3
AEC=ON,SCD=ON,Operation Mode=Raw,Algo Mode=2:Continuous HRM,Sample Rate (Hz)=100,Sample Averaging=4,Pulse Width (usec)=21.3,ADC Range (nA)=32768,ADC 2 Range (nA)=32768,IR PA (mA)=124,Red PA (mA)=124,Green PA (mA)=20,IR LED Range (mA)=124,Red LED Range (mA)=124,Green LED Range (mA)=124,Adj. Target PD Current Period=1800,Motion Det. Threshold=0.05,Min. PD Current=5,Init PD Current=10,Target PD Current=10,HR Confidence Level=0,HR Expiration Threshold=30,Init Integration Time=117.3,Min. Integration Time=14.8,Max. Integration Time=117.3,Init F Sampling-Avg=100 sps, avg=4,Min. F Sampling-Avg=25 sps, avg=1,Max. F Sampling-Avg=100 sps, avg=4
PPG registers dump,0=0,1=0,2=0,3=0,9=3F,A=0,B=0,C=0,D=2,10=0,11=3,12=88,13=40,14=0,15=0,16=40,20=0,21=0,22=0,23=0,24=0,25=0,26=0,27=0,28=0,29=0,2A=0,2B=0,2C=0,2D=0,2E=0,2F=0,30=0,31=0,32=0,33=0,34=0,35=0,36=0,37=0,40=0,41=0,42=0 
Time, Sample Count, Green Count, Green2 Count, IR Count, Red Count, X Axis Acceleration (g), Y Axis Acceleration (g), Z Axis Acceleration (g), Operating Mode, Heart Rate (bpm), HR Confidence (%), RR, RR Confidence (%), Activity, R Value, SpO2 Confidence (%), SpO2 (%), SpO2 Percent Complete, Low Signal Quality, Motion Flag, WSPO2 Low Pi, Unreliable R, SpO2 State, SCD State, SAMPLE Time, Walk Steps, Run Steps, KCal, Tot. Act. Energy, Ibi Offset
2022-02-17 13:08:41.818,195,23829,20786,77691,24217,0.978,-0.178,0.24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:41.850,196,23832,20795,77667,24213,0.978,-0.169,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:41.882,197,23819,20782,77627,24202,0.978,-0.166,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:41.928,198,23790,20752,77578,24193,0.979,-0.168,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:41.973,199,23757,20713,77533,24193,0.978,-0.173,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:42.005,200,23723,20672,77528,24190,0.978,-0.18,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:42.051,201,23698,20645,77516,24184,0.979,-0.165,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:42.084,202,23679,20628,77530,24183,0.979,-0.159,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:42.132,203,23657,20612,77525,24180,0.979,-0.168,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:42.180,204,23649,20600,77533,24179,0.978,-0.17,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:42.204,205,23648,20587,77519,24180,0.979,-0.171,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:42.244,206,23634,20575,77524,24177,0.978,-0.177,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:42.275,207,23624,20575,77529,24173,0.979,-0.167,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:42.321,208,23626,20577,77546,24177,0.979,-0.171,0.235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:42.367,209,23627,20590,77553,24180,0.978,-0.166,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:42.413,210,23634,20589,77574,24172,0.978,-0.167,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:42.445,211,23636,20600,77585,24180,0.979,-0.173,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:42.491,212,23642,20609,77587,24180,0.978,-0.165,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:42.522,213,23651,20619,77600,24182,0.979,-0.159,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:42.570,214,23657,20634,77609,24191,0.979,-0.161,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:42.602,215,23664,20643,77632,24181,0.978,-0.164,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:42.634,216,23673,20662,77627,24185,0.978,-0.169,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:42.681,217,23693,20672,77664,24194,0.979,-0.176,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:42.727,218,23712,20689,77670,24193,0.978,-0.166,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:42.772,219,23724,20711,77680,24196,0.979,-0.169,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:42.804,220,23710,20709,77643,24190,0.978,-0.165,0.235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:42.850,221,23698,20685,77573,24179,0.978,-0.164,0.235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:42.882,222,23670,20635,77521,24177,0.978,-0.166,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:42.929,223,23628,20588,77501,24164,0.979,-0.177,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:42.977,224,23605,20544,77476,24165,0.978,-0.166,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:43.009,225,23569,20498,77467,24158,0.979,-0.159,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:43.040,226,23561,20468,77477,24165,0.978,-0.17,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:43.086,227,23550,20452,77484,24152,0.978,-0.167,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:43.133,228,23540,20448,77483,24157,0.978,-0.168,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:43.165,229,23531,20423,77472,24155,0.979,-0.164,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:43.196,230,23529,20416,77482,24156,0.979,-0.171,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:43.241,231,23527,20411,77494,24159,0.979,-0.166,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:43.286,232,23531,20417,77514,24155,0.978,-0.169,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:43.334,233,23527,20422,77510,24156,0.978,-0.168,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:43.365,234,23533,20422,77530,24164,0.979,-0.17,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:43.411,235,23541,20436,77549,24163,0.978,-0.167,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:43.458,236,23549,20444,77562,24159,0.978,-0.16,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:43.489,237,23560,20461,77571,24153,0.978,-0.162,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:43.520,238,23578,20476,77579,24159,0.979,-0.164,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:43.567,239,23585,20494,77602,24162,0.979,-0.167,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:43.614,240,23594,20510,77606,24160,0.979,-0.16,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:43.646,241,23612,20534,77633,24171,0.978,-0.165,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:43.694,242,23624,20550,77653,24172,0.978,-0.17,0.241,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:43.726,243,23641,20566,77650,24173,0.979,-0.165,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:43.772,244,23642,20577,77616,24160,0.978,-0.165,0.235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:43.804,245,23626,20549,77557,24155,0.979,-0.162,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:43.851,246,23603,20511,77519,24143,0.979,-0.173,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:43.883,247,23574,20465,77488,24142,0.979,-0.171,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:43.929,248,23545,20423,77467,24138,0.979,-0.166,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:43.977,249,23526,20388,77478,24136,0.979,-0.156,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.009,250,23520,20375,77480,24137,0.978,-0.171,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.041,251,23511,20365,77478,24132,0.979,-0.165,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.088,252,23501,20352,77483,24133,0.979,-0.164,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.120,253,23492,20330,77486,24134,0.978,-0.161,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.168,254,23499,20336,77493,24138,0.978,-0.165,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.200,255,23492,20335,77496,24141,0.979,-0.164,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.246,0,23503,20338,77515,24138,0.978,-0.166,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.280,1,23501,20351,77525,24136,0.979,-0.164,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.322,2,23508,20355,77530,24139,0.979,-0.168,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.370,3,23523,20379,77557,24133,0.979,-0.169,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.402,4,23530,20386,77570,24144,0.979,-0.183,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.434,5,23550,20400,77570,24140,0.978,-0.157,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.482,6,23553,20421,77594,24147,0.979,-0.151,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.514,7,23581,20443,77615,24148,0.978,-0.152,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.562,8,23585,20462,77621,24153,0.979,-0.156,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.607,9,23606,20485,77640,24158,0.979,-0.158,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.638,10,23617,20511,77665,24160,0.978,-0.163,0.241,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.686,11,23639,20533,77680,24162,0.979,-0.164,0.24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.718,12,23646,20553,77659,24164,0.979,-0.162,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.764,13,23631,20541,77606,24148,0.978,-0.166,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.796,14,23618,20511,77553,24143,0.978,-0.161,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.843,15,23581,20474,77529,24131,0.978,-0.166,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.874,16,23560,20431,77506,24134,0.979,-0.163,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.920,17,23537,20402,77510,24129,0.978,-0.155,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.966,18,23525,20382,77512,24125,0.979,-0.163,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:44.998,19,23519,20371,77521,24126,0.978,-0.163,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:45.047,20,23517,20368,77524,24132,0.979,-0.166,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:45.078,21,23509,20354,77527,24127,0.978,-0.16,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:45.126,22,23502,20347,77528,24131,0.979,-0.163,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:45.173,23,23496,20354,77548,24130,0.979,-0.165,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:45.204,24,23499,20355,77549,24125,0.978,-0.162,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:45.235,25,23502,20370,77567,24127,0.978,-0.171,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:45.283,26,23512,20373,77577,24130,0.978,-0.168,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:45.330,27,23520,20388,77591,24136,0.979,-0.169,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:45.362,28,23530,20401,77601,24137,0.979,-0.156,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:45.407,29,23531,20417,77620,24128,0.979,-0.156,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:45.438,30,23539,20435,77628,24142,0.979,-0.156,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:45.484,31,23554,20453,77635,24140,0.978,-0.166,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:45.516,32,23563,20478,77663,24141,0.978,-0.168,0.24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:45.564,33,23580,20495,77683,24147,0.979,-0.147,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:45.595,34,23602,20520,77699,24156,0.978,-0.157,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:45.641,35,23615,20534,77706,24160,0.979,-0.169,0.24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:45.689,36,23630,20567,77713,24150,0.979,-0.164,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:45.720,37,23629,20562,77672,24143,0.979,-0.162,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:45.767,38,23612,20538,77623,24131,0.979,-0.158,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:45.799,39,23589,20510,77581,24130,0.978,-0.165,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:45.847,40,23561,20473,77566,24125,0.979,-0.166,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:45.895,41,23526,20440,77551,24124,0.978,-0.151,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:45.927,42,23515,20421,77566,24125,0.978,-0.157,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:45.975,43,23500,20408,77565,24128,0.978,-0.164,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:46.006,44,23492,20399,77562,24122,0.979,-0.166,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:46.054,45,23481,20390,77573,24122,0.979,-0.171,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:46.086,46,23469,20385,77569,24118,0.978,-0.162,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:46.118,47,23474,20395,77577,24116,0.979,-0.165,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:46.163,48,23482,20404,77591,24119,0.978,-0.152,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:46.212,49,23482,20401,77601,24122,0.979,-0.166,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:46.243,50,23492,20416,77635,24113,0.978,-0.159,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:46.275,51,23501,20440,77622,24121,0.978,-0.162,0.24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:46.323,52,23500,20454,77643,24118,0.979,-0.171,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:46.354,53,23514,20463,77657,24116,0.979,-0.158,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:46.402,54,23532,20484,77677,24119,0.979,-0.156,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:46.448,55,23534,20499,77696,24130,0.979,-0.163,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:46.478,56,23548,20525,77708,24125,0.978,-0.157,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:46.525,57,23568,20545,77726,24131,0.979,-0.171,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:46.557,58,23574,20572,77742,24130,0.978,-0.159,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:46.603,59,23596,20592,77768,24133,0.978,-0.163,0.241,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:46.635,60,23609,20618,77768,24132,0.978,-0.174,0.235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:46.681,61,23608,20625,77712,24123,0.978,-0.164,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:46.728,62,23586,20594,77673,24118,0.979,-0.163,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:46.761,63,23562,20574,77639,24111,0.979,-0.172,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:46.807,64,23525,20543,77622,24107,0.979,-0.161,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:46.838,65,23521,20537,77612,24107,0.978,-0.162,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:46.885,66,23508,20512,77623,24108,0.978,-0.161,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:46.915,67,23488,20505,77621,24096,0.978,-0.166,0.24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:46.960,68,23477,20499,77623,24099,0.978,-0.166,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:47.005,69,23478,20503,77626,24095,0.979,-0.169,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:47.052,70,23474,20501,77633,24098,0.978,-0.169,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:47.084,71,23479,20497,77645,24104,0.978,-0.165,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:47.130,72,23464,20512,77648,24104,0.979,-0.181,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:47.162,73,23475,20515,77671,24105,0.979,-0.161,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:47.210,74,23478,20536,77673,24107,0.979,-0.176,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:47.257,75,23486,20546,77700,24111,0.979,-0.159,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:47.294,76,23499,20567,77704,24109,0.978,-0.168,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:47.321,77,23514,20584,77722,24109,0.978,-0.166,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:47.368,78,23526,20604,77733,24117,0.979,-0.149,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:47.415,79,23543,20628,77744,24121,0.978,-0.143,0.246,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:47.447,80,23552,20642,77768,24121,0.971,-0.015,0.299,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:47.479,81,23569,20634,77816,24157,0.958,0.035,0.397,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:47.527,82,23580,20596,77853,24193,0.892,-0.054,0.41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:47.559,83,23595,20567,77716,24120,0.903,-0.174,0.29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:47.607,84,23731,20615,77600,24040,0.956,-0.371,0.158,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:47.639,85,23862,20686,77476,23970,0.985,-0.666,-0.033,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:47.685,86,23972,20742,77368,23852,1.087,-1.001,-0.197,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:47.717,87,24115,20816,77753,23835,0.976,-0.616,-0.113,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:47.764,88,24224,20862,78063,23814,0.948,0.172,0.061,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:47.800,89,24327,20871,77827,23737,0.961,0.545,0.312,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:47.844,90,24428,20904,77510,23691,0.869,0.446,0.507,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:47.876,91,24470,20948,77507,23782,0.853,-0.315,0.516,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
